"rank","slug","source","n_jobs","top_titles","sample_description"
"3551","sagecare","ashby","6","AI Diagnostics & Observability Engineer | Product AI Engineer, Voice Systems | Staff AI Engineer, Voice Agents | Dev Ops Engineer | Front End Engineer","About Sage Care Sage Care is a fast-growing, early-stage healthcare startup founded by exceptional leaders from Apple, Uber, Carbon Health and backed by top-tier venture capital (General Catalyst, Chelsea Clinton). With a strong customer pipeline, Sage Care is transforming healthcare by simplifying care navigation. Our platform makes it easier for patients to find the right doctor, helps providers"
"3552","sailpeak","ashby","6","Product Owner - AI | Business Analyst - AI Projects | Data Scientist | Spontaneous Application: We’re growing the team! | International Project Specialist","About SailPeak At Sailpeak, we are a Brussels-based consulting firm specializing in guiding Banking & Insurance firms through the complexities of digital transformation. With expertise in Business Strategy, Data & AI, and Digital Transformation, Sailpeak helps clients navigate the ever-evolving landscape and reach new heights of success. 🤖 About the Role We are looking for a Data Scientist with 1-"
"3553","saks","linkedin","6","1st Shift Inbound Material Handler | 1 Weekend Shift Inbound Material Handler | Weekend Outbound Processor | Coordinator, Events | Specialist, Category Growth - Jewelry","Job Details Salary Range $235,000 - $305,000* Job Description Salary Range $235,000-$305,000* Who We Are Saks is a world-renowned luxury ecommerce destination. The company’s unique approach combines a focus on the digital customer experience with a strong connection to a network of extraordinary stores that extends that seamless experience into the real world. On its website and app, Saks offers a"
"3554","salt","linkedin","6","IT Planning Analyst | Design Director | Account Executive | Marketing Program Manager | Product Security Engineer","Salt has partnered with a leading healthcare organization to hire a Product Security Engineer to join its growing Security team. This organization is a benchmark leader in their industry who actively encourages all of their employees to take advantage of their certification & training programs. The role will play a key position within their R&D team to help develop Medical grade equipment that is "
"3555","saltbox","greenhouse","6","Fulfillment Specialist | Member Specialist | Member Specialist - Part time | Operations Lead | Warehouse Specialist","Saltbox makes the hardest parts of running a small online business simple. Our workspaces bring together flexible warehouse suites, offices, and hands-on logistics support — all designed to help eCommerce entrepreneurs scale with confidence. Our members run businesses across Fashion &amp; Apparel, Health &amp; Beauty, Electronics, Household Goods, and more. When you join Saltbox, you're not just j"
"3556","samurai-2k-aerosol-sdn-bhd","jobstreet","6","Procurement Manager | FINANCE MANAGER | Internal Auditor | SEO & Web Development Executive | ASSISTANT FINANCE MANAGER","[Category: Administration & Office Support / Administrative Assistants] Description 1. Perform color matching based on the color card standard. 2. Follow established processes and procedures. 3. Do correction on unmatched color. 4. Support O2O job by color matched based on customer car. 5. Must ensure that all can, spatula and working stuff were clean. 6. Assist with weekly or monthly lab 5S and s"
"3557","samwa-precision-sdn-bhd","jobstreet","6","LIQUID SILICON RUBBER LSR ENGINEER | SENIOR BUYER | FACILITY & MAINTENANCE ENGINEER | PRODUCTION SUPERVISOR | ACCOUNTING MANAGER","[Category: Information & Communication Technology / Networks & Systems Administration] JOD DESCRIPTION Coordinate with IT counterpart in China and implement IT policies in the Penang site. Server Room management including Data centre room construction planning, network equipment management. Support and perform maintenance of IT-related devices, such as Servers, Switches, AP, Firewall, Printers, MF"
"3558","san-soon-seng-food-industries-sdn-bhd","jobstreet","6","CREDIT CONTROL EXECUTIVE | PURCHASING EXECUTIVE | PRODUCTION SUPERVISOR/ASSISTANT SUPERVISOR(S) | IT SUPPORT EXECUTIVE | Maintenance Technician (Instrument)","[Category: Engineering / Supervisors] Responsibilities Work closely with production Manager / Executives to oversee day to day process improvement and production planning. Trouble shoot electrical & mechanical problem on production machineries and supplies Effectively supervise, coach, motivate and lead a team of production operators to achieve daily targets (output) Co-ordinate with various suppo"
"3559","sanli-m-e-engineering-sdn-bhd","jobstreet","6","Project Administrator | Senior Instrumentation & Control Engineer / ICA Engineer | WIREMAN PW4 | HR Admin Executive | Finance Executive / Senior Finance Executive","[Category: Engineering / Electrical/Electronic Engineering] Role and Responsibilities Provide technical support and assist Manager in project planning and coordination of all site activities. Prepare and revise engineering documents, drawings, risk assessments, method statements, safe work procedures, operations and maintenance manuals for all necessary works. To issue final specification/bill of "
"3560","sanmina-sci-systems-malaysia-sdn-bhd-technoplex-penang","jobstreet","6","Senior Software Engineer | Administrative Support - Accounting | Human Resources Representative | Buyer | Production Planner","[Category: Engineering / Electrical/Electronic Engineering] Responsibilities Responsible for production tester troubleshooting and repair to ensure minimum downtime. To ensure all tester are running in good condition. Operation and maintenance of all tester equipment Looks for opportunities to improve work productivity and efficiency Using computer and computer systems (including Hardware and soft"
"3561","santander-consumer-usa","linkedin","6","Dealer Relationship Manager - Oxnard, CA | Sr Analyst, Controllership - SEC Reporting | Representative, Recovery and Reinstatement | Testing Regular | Dealer Relationship Manager - Akron, OH","Dallas, United States of America USA Job Family Description: Designs, implements, and monitors human capital programs and policies including total rewards, talent management, learning and development, recruitment and employee relations. Anticipates and plans for long-term people-related needs and trends. Ensures current employees have the necessary skills for future requirements. Maintains HR info"
"3562","sapinsider","linkedin","6","Associate, Event Programming | Business Development Representative | Sales Representative, Member Growth | Director of Event Marketing | Director, Sales & Service Delivery Operations","Director, Member GrowthSAPinsider | Chelmsord MA – Global HeadquartersThe RoleThe Director is a hands on sales and business growth professional who manages a high performance BDR and member success teams focused on Group and Company Premium Membership sales, (event attendees, annual membership and content subscription access). The Director is accountable for achieving results and rolls up their sl"
"3563","sapura-energy-berhad-corporate","jobstreet","6","Senior Mechanical Engineer | Manager, Crewing Operations | Graduate Management Trainee | Senior Executive/Assistant Manager, Internal Audit | Assistant Manager, Finance","[Category: Mining, Resources & Energy / Analysis & Reporting] JOB RESPONSIBILITIES: OFFSHORE 1.Part of contract requirement for Inspection, Repair & Maintenance (IRM) project under supervision and guidance from Report Coordinator and/or team leader. 2.To control, oversee and execute IRM data collection from start of project until completion following requirement & standard specified by client. 3.I"
